image_name,dataset_name,model_name,dice_score
cropped_image_2685.png,g1020,globalVal_weighted_FedAvg,0.9853740930557252
cropped_image_1554.png,g1020,globalVal_weighted_FedAvg,0.9478781819343568
cropped_image_2827.png,g1020,globalVal_weighted_FedAvg,0.9786876440048218
cropped_image_2085.png,g1020,globalVal_weighted_FedAvg,0.9718490839004515
cropped_image_1742.png,g1020,globalVal_weighted_FedAvg,0.9840499758720398
cropped_image_2512.png,g1020,globalVal_weighted_FedAvg,0.9875605702400208
cropped_image_2528.png,g1020,globalVal_weighted_FedAvg,0.984817385673523
cropped_image_1088.png,g1020,globalVal_weighted_FedAvg,0.971162974834442
cropped_image_226.png,g1020,globalVal_weighted_FedAvg,0.9810338616371156
cropped_image_3022.png,g1020,globalVal_weighted_FedAvg,0.9781240820884703
cropped_image_2654.png,g1020,globalVal_weighted_FedAvg,0.97845721244812
cropped_image_2164.png,g1020,globalVal_weighted_FedAvg,0.9829534292221068
cropped_image_337.png,g1020,globalVal_weighted_FedAvg,0.974074125289917
cropped_image_1366.png,g1020,globalVal_weighted_FedAvg,0.9835970997810364
cropped_image_125.png,g1020,globalVal_weighted_FedAvg,0.9835766553878784
cropped_image_1225.png,g1020,globalVal_weighted_FedAvg,0.9777121543884276
cropped_image_3168.png,g1020,globalVal_weighted_FedAvg,0.9791786670684814
cropped_image_193.png,g1020,globalVal_weighted_FedAvg,0.9844720363616944
cropped_image_3058.png,g1020,globalVal_weighted_FedAvg,0.969951033592224
cropped_image_1139.png,g1020,globalVal_weighted_FedAvg,0.9538758397102356
cropped_image_223.png,g1020,globalVal_weighted_FedAvg,0.9749693274497986
cropped_image_3184.png,g1020,globalVal_weighted_FedAvg,0.9812772274017334
cropped_image_2711.png,g1020,globalVal_weighted_FedAvg,0.987064778804779
cropped_image_2901.png,g1020,globalVal_weighted_FedAvg,0.9834663271903992
cropped_image_265.png,g1020,globalVal_weighted_FedAvg,0.9818083643913268
cropped_image_483.png,g1020,globalVal_weighted_FedAvg,0.9781572818756104
cropped_image_916.png,g1020,globalVal_weighted_FedAvg,0.9871160984039308
cropped_image_1230.png,g1020,globalVal_weighted_FedAvg,0.9862148761749268
