image_name,dataset_name,model_name,dice_score
cropped_IMG_4488.png,chaksu,globalVal_weighted_FedAvg,0.9810518026351928
cropped_Image155.png,chaksu,globalVal_weighted_FedAvg,0.9876580238342284
cropped_P26_Image1.png,chaksu,globalVal_weighted_FedAvg,0.9891656041145324
cropped_IMG_3381.png,chaksu,globalVal_weighted_FedAvg,0.9875433444976808
cropped_IMG_3160.png,chaksu,globalVal_weighted_FedAvg,0.9837340116500854
cropped_IMG_3969.png,chaksu,globalVal_weighted_FedAvg,0.9757992029190063
cropped_IMG_3195.png,chaksu,globalVal_weighted_FedAvg,0.9866938591003418
cropped_55.png,chaksu,globalVal_weighted_FedAvg,0.987424910068512
cropped_IMG_3881.png,chaksu,globalVal_weighted_FedAvg,0.9852662682533264
cropped_79.png,chaksu,globalVal_weighted_FedAvg,0.984027624130249
cropped_IMG_3253.png,chaksu,globalVal_weighted_FedAvg,0.9807903170585632
cropped_P3_Image1.png,chaksu,globalVal_weighted_FedAvg,0.9909868836402892
cropped_Image146.png,chaksu,globalVal_weighted_FedAvg,0.9790918827056884
cropped_IMG_2769.png,chaksu,globalVal_weighted_FedAvg,0.9821319580078124
cropped_Image129.png,chaksu,globalVal_weighted_FedAvg,0.981467306613922
cropped_IMG_3413.png,chaksu,globalVal_weighted_FedAvg,0.9898736476898192
cropped_IMG_4257.png,chaksu,globalVal_weighted_FedAvg,0.9896095395088196
cropped_IMG_3510.png,chaksu,globalVal_weighted_FedAvg,0.9882071018218994
cropped_36.png,chaksu,globalVal_weighted_FedAvg,0.982113480567932
cropped_IMG_3995.png,chaksu,globalVal_weighted_FedAvg,0.9879043102264404
cropped_IMG_2467.png,chaksu,globalVal_weighted_FedAvg,0.985342800617218
cropped_IMG_2613.png,chaksu,globalVal_weighted_FedAvg,0.9856802225112916
cropped_IMG_2628.png,chaksu,globalVal_weighted_FedAvg,0.9805033206939696
cropped_IMG_2636.png,chaksu,globalVal_weighted_FedAvg,0.980838656425476
cropped_IMG_3890.png,chaksu,globalVal_weighted_FedAvg,0.986946940422058
cropped_IMG_3264.png,chaksu,globalVal_weighted_FedAvg,0.98676598072052
cropped_IMG_3745.png,chaksu,globalVal_weighted_FedAvg,0.9862202405929564
cropped_116.png,chaksu,globalVal_weighted_FedAvg,0.9920141696929932
cropped_IMG_2598.png,chaksu,globalVal_weighted_FedAvg,0.9820054173469543
cropped_IMG_3232.png,chaksu,globalVal_weighted_FedAvg,0.9753475189208984
cropped_IMG_3432.png,chaksu,globalVal_weighted_FedAvg,0.984338402748108
cropped_56.png,chaksu,globalVal_weighted_FedAvg,0.9830174446105956
cropped_IMG_3398.png,chaksu,globalVal_weighted_FedAvg,0.990153193473816
cropped_IMG_3231.png,chaksu,globalVal_weighted_FedAvg,0.9847931265830994
cropped_IMG_2491.png,chaksu,globalVal_weighted_FedAvg,0.9861225485801696
cropped_IMG_2503.png,chaksu,globalVal_weighted_FedAvg,0.986649453639984
cropped_IMG_3442.png,chaksu,globalVal_weighted_FedAvg,0.9696146845817566
cropped_IMG_3508.png,chaksu,globalVal_weighted_FedAvg,0.9925343990325928
cropped_IMG_2578.png,chaksu,globalVal_weighted_FedAvg,0.983155071735382
cropped_IMG_2585.png,chaksu,globalVal_weighted_FedAvg,0.9768002033233644
cropped_IMG_3583.png,chaksu,globalVal_weighted_FedAvg,0.977673351764679
cropped_IMG_3248.png,chaksu,globalVal_weighted_FedAvg,0.982635498046875
cropped_IMG_4424.png,chaksu,globalVal_weighted_FedAvg,0.9879267811775208
cropped_IMG_3457.png,chaksu,globalVal_weighted_FedAvg,0.9749478101730348
cropped_IMG_4558.png,chaksu,globalVal_weighted_FedAvg,0.9905126690864564
cropped_IMG_3372.png,chaksu,globalVal_weighted_FedAvg,0.98675274848938
cropped_IMG_4445.png,chaksu,globalVal_weighted_FedAvg,0.9809908270835876
cropped_IMG_4414.png,chaksu,globalVal_weighted_FedAvg,0.9844127297401428
cropped_101.png,chaksu,globalVal_weighted_FedAvg,0.9835822582244872
cropped_IMG_2566.png,chaksu,globalVal_weighted_FedAvg,0.984320342540741
