Model_A,Model_B,Mean_A,Mean_B,Median_A,Median_B,Std_A,Std_B,Wilcoxon_Stat,Raw_p,Corrected_p,Reject_Null,Better_Model,Significant_Winner
binrushed_fl_finetuned,central_baseline,0.788446383042769,0.9396376230499961,0.7947832942008972,0.9432281255722046,0.06696827831310148,0.03822001397531488,0.0,0.0009765625,0.2255859375,False,central_baseline,None
binrushed_fl_finetuned,chaksu_fl_finetuned,0.788446383042769,0.8714610013094816,0.7947832942008972,0.8692260384559631,0.06696827831310148,0.054961250492885735,0.0,0.0009765625,0.2255859375,False,chaksu_fl_finetuned,None
binrushed_fl_finetuned,drishti_fl_finetuned,0.788446383042769,0.9421305493874983,0.7947832942008972,0.955586552619934,0.06696827831310148,0.029628610467591146,0.0,0.0009765625,0.2255859375,False,drishti_fl_finetuned,None
binrushed_fl_finetuned,g1020_fl_finetuned,0.788446383042769,0.7591295459053733,0.7947832942008972,0.7539368867874146,0.06696827831310148,0.10075116647085183,16.0,0.1474609375,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,globalVal,0.788446383042769,0.870605929331346,0.7947832942008972,0.8695253729820251,0.06696827831310148,0.06940398390943145,0.0,0.0009765625,0.2255859375,False,globalVal,None
binrushed_fl_finetuned,globalVal_weighted_FedAvg,0.788446383042769,0.8461990410631354,0.7947832942008972,0.8304510712623596,0.06696827831310148,0.06510449602493106,1.0,0.001953125,0.451171875,False,globalVal_weighted_FedAvg,None
binrushed_fl_finetuned,magrabi_fl_finetuned,0.788446383042769,0.8331925760615956,0.7947832942008972,0.8372721076011658,0.06696827831310148,0.07331929988340251,0.0,0.0009765625,0.2255859375,False,magrabi_fl_finetuned,None
binrushed_fl_finetuned,messidor_fl_finetuned,0.788446383042769,0.8011695905165239,0.7947832942008972,0.7989288568496704,0.06696827831310148,0.07528246208596298,27.0,0.6376953125,1.0,False,messidor_fl_finetuned,None
binrushed_fl_finetuned,origa_fl_finetuned,0.788446383042769,0.8996600183573636,0.7947832942008972,0.913220763206482,0.06696827831310148,0.05252763051786499,0.0,0.0009765625,0.2255859375,False,origa_fl_finetuned,None
binrushed_fl_finetuned,refuge_fl_finetuned,0.788446383042769,0.8545929410240867,0.7947832942008972,0.8531063795089722,0.06696827831310148,0.07172433475379832,0.0,0.0009765625,0.2255859375,False,refuge_fl_finetuned,None
binrushed_fl_finetuned,rimone_fl_finetuned,0.788446383042769,0.8138205788352273,0.7947832942008972,0.8204643130302429,0.06696827831310148,0.08656900130091869,18.0,0.2060546875,1.0,False,rimone_fl_finetuned,None
