Model_A,Model_B,Mean_A,Mean_B,Median_A,Median_B,Std_A,Std_B,Wilcoxon_Stat,Raw_p,Corrected_p,Reject_Null,Better_Model,Significant_Winner
binrushed_fl_finetuned,central_baseline,0.8760522251327832,0.8947425151864687,0.8864714205265045,0.907235860824585,0.06199566122062355,0.0539524510905897,2111.0,6.947920949644873e-05,0.016049697393679657,True,central_baseline,central_baseline
binrushed_fl_finetuned,chaksu_fl_finetuned,0.8760522251327832,0.8270331044991811,0.8864714205265045,0.8321631550788879,0.06199566122062355,0.07080703821293016,1365.0,2.9974373439496825e-09,6.924080264523766e-07,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,drishti_fl_finetuned,0.8760522251327832,0.829448106388251,0.8864714205265045,0.8308026790618896,0.06199566122062355,0.06866964395153126,1521.0,3.328900519188646e-08,7.689760199325773e-06,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,g1020_fl_finetuned,0.8760522251327832,0.8560140545169512,0.8864714205265045,0.8729905486106873,0.06199566122062355,0.07164441737008302,2162.0,0.00012079856478425598,0.027904468465163132,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,globalVal,0.8760522251327832,0.8804442167282105,0.8864714205265045,0.8893045783042908,0.06199566122062355,0.05815474780482806,3311.0,0.4034816990699681,1.0,False,globalVal,None
binrushed_fl_finetuned,globalVal_weighted_FedAvg,0.8760522251327832,0.8811431671182315,0.8864714205265045,0.8909774422645569,0.06199566122062355,0.05751345454437972,3245.0,0.313327451041146,1.0,False,globalVal_weighted_FedAvg,None
binrushed_fl_finetuned,magrabi_fl_finetuned,0.8760522251327832,0.8814905141790708,0.8864714205265045,0.8908988237380981,0.06199566122062355,0.054102277140118296,2989.0,0.09321148280848329,1.0,False,magrabi_fl_finetuned,None
binrushed_fl_finetuned,messidor_fl_finetuned,0.8760522251327832,0.8783965960144997,0.8864714205265045,0.8862306773662567,0.06199566122062355,0.05893344926221386,3234.0,0.29970222709515004,1.0,False,messidor_fl_finetuned,None
binrushed_fl_finetuned,origa_fl_finetuned,0.8760522251327832,0.8476173912485441,0.8864714205265045,0.8557324111461639,0.06199566122062355,0.07563053438567247,2101.0,6.22143202559143e-05,0.014371507979116203,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,refuge_fl_finetuned,0.8760522251327832,0.8944147785504659,0.8864714205265045,0.9045575261116028,0.06199566122062355,0.0537186566350272,2371.0,0.0009766916826680317,0.22561577869631533,False,refuge_fl_finetuned,None
binrushed_fl_finetuned,rimone_fl_finetuned,0.8760522251327832,0.8107336734731992,0.8864714205265045,0.838142603635788,0.06199566122062355,0.09776432037680462,639.0,4.762222817464483e-15,1.1000734708342956e-12,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,sk_binrushed,0.8760522251327832,0.8667377799749374,0.8864714205265045,0.8747296333312988,0.06199566122062355,0.06712148535651884,2963.0,0.08067451983964767,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,sk_chaksu,0.8760522251327832,0.811108643313249,0.8864714205265045,0.8112232983112335,0.06199566122062355,0.07550654841801552,962.0,2.8054075071156964e-12,6.480491341437259e-10,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,sk_drishti,0.8760522251327832,0.6349567246933778,0.8864714205265045,0.6217120289802551,0.06199566122062355,0.12596098088921717,83.0,1.5555647814611116e-20,3.5933546451751674e-18,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,sk_g1020,0.8760522251327832,0.8662736167510351,0.8864714205265045,0.8891375958919525,0.06199566122062355,0.06757045919060532,3035.0,0.11917941962578059,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,sk_magrabi,0.8760522251327832,0.8356930792331696,0.8864714205265045,0.8774318993091583,0.06199566122062355,0.13062862189879482,2152.0,0.00010852838646196516,0.025070057272713952,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,sk_messidor,0.8760522251327832,0.8776639590660731,0.8864714205265045,0.8923380672931671,0.06199566122062355,0.055999310329852295,3260.0,0.3325543862695389,1.0,False,sk_messidor,None
binrushed_fl_finetuned,sk_origa,0.8760522251327832,0.8383821939428647,0.8864714205265045,0.851772278547287,0.06199566122062355,0.07642756924365163,1814.0,1.9759723270613827e-06,0.0004564496075511794,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,sk_refuge,0.8760522251327832,0.8958152974645297,0.8864714205265045,0.9076273441314697,0.06199566122062355,0.05339881204627567,2173.0,0.0001358016592951238,0.031370183297173594,True,sk_refuge,sk_refuge
binrushed_fl_finetuned,sk_rimone,0.8760522251327832,0.8167869448661804,0.8864714205265045,0.8554093241691589,0.06199566122062355,0.1214760998340162,1092.0,2.99757890856597e-11,6.92440727878739e-09,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,unweightedglobalevalwithlocaltraining,0.8760522251327832,0.8865650698542595,0.8864714205265045,0.8974631130695343,0.06199566122062355,0.053615429520228554,2499.0,0.0030570640537823154,0.7061817964237148,False,unweightedglobalevalwithlocaltraining,None
central_baseline,chaksu_fl_finetuned,0.8947425151864687,0.8270331044991811,0.907235860824585,0.8321631550788879,0.0539524510905897,0.07080703821293016,601.0,2.1468344949198847e-15,4.959187683264934e-13,True,central_baseline,central_baseline
central_baseline,drishti_fl_finetuned,0.8947425151864687,0.829448106388251,0.907235860824585,0.8308026790618896,0.0539524510905897,0.06866964395153126,648.0,5.743003380819498e-15,1.326633780969304e-12,True,central_baseline,central_baseline
central_baseline,g1020_fl_finetuned,0.8947425151864687,0.8560140545169512,0.907235860824585,0.8729905486106873,0.0539524510905897,0.07164441737008302,1254.0,4.895039027304728e-10,1.1307540153073921e-07,True,central_baseline,central_baseline
central_baseline,globalVal,0.8947425151864687,0.8804442167282105,0.907235860824585,0.8893045783042908,0.0539524510905897,0.05815474780482806,2283.0,0.0004193189119895176,0.09686266866957857,False,central_baseline,None
central_baseline,globalVal_weighted_FedAvg,0.8947425151864687,0.8811431671182315,0.907235860824585,0.8909774422645569,0.0539524510905897,0.05751345454437972,2306.0,0.0005255530870152095,0.12140276310051339,False,central_baseline,None
central_baseline,magrabi_fl_finetuned,0.8947425151864687,0.8814905141790708,0.907235860824585,0.8908988237380981,0.0539524510905897,0.054102277140118296,2128.0,8.370341842907938e-05,0.019335489657117337,True,central_baseline,central_baseline
central_baseline,messidor_fl_finetuned,0.8947425151864687,0.8783965960144997,0.907235860824585,0.8862306773662567,0.0539524510905897,0.05893344926221386,2090.0,5.505558719516974e-05,0.01271784064208421,True,central_baseline,central_baseline
central_baseline,origa_fl_finetuned,0.8947425151864687,0.8476173912485441,0.907235860824585,0.8557324111461639,0.0539524510905897,0.07563053438567247,1139.0,6.863827172374469e-11,1.5855440768185023e-08,True,central_baseline,central_baseline
central_baseline,refuge_fl_finetuned,0.8947425151864687,0.8944147785504659,0.907235860824585,0.9045575261116028,0.0539524510905897,0.0537186566350272,3501.0,0.7354882006087944,1.0,False,central_baseline,None
central_baseline,rimone_fl_finetuned,0.8947425151864687,0.8107336734731992,0.907235860824585,0.838142603635788,0.0539524510905897,0.09776432037680462,547.0,6.80466875173953e-16,1.5718784816518312e-13,True,central_baseline,central_baseline
central_baseline,sk_binrushed,0.8947425151864687,0.8667377799749374,0.907235860824585,0.8747296333312988,0.0539524510905897,0.06712148535651884,1810.0,1.8760093926682324e-06,0.0004333581697063617,True,central_baseline,central_baseline
central_baseline,sk_chaksu,0.8947425151864687,0.811108643313249,0.907235860824585,0.8112232983112335,0.0539524510905897,0.07550654841801552,427.0,4.934835492630284e-17,1.1399469987975956e-14,True,central_baseline,central_baseline
central_baseline,sk_drishti,0.8947425151864687,0.6349567246933778,0.907235860824585,0.6217120289802551,0.0539524510905897,0.12596098088921717,32.0,4.39672414571106e-21,1.015643277659255e-18,True,central_baseline,central_baseline
central_baseline,sk_g1020,0.8947425151864687,0.8662736167510351,0.907235860824585,0.8891375958919525,0.0539524510905897,0.06757045919060532,1627.0,1.5577892807581086e-07,3.598493238551231e-05,True,central_baseline,central_baseline
central_baseline,sk_magrabi,0.8947425151864687,0.8356930792331696,0.907235860824585,0.8774318993091583,0.0539524510905897,0.13062862189879482,1073.0,2.135459677197675e-11,4.932911854326629e-09,True,central_baseline,central_baseline
central_baseline,sk_messidor,0.8947425151864687,0.8776639590660731,0.907235860824585,0.8923380672931671,0.0539524510905897,0.055999310329852295,2117.0,7.421596197778826e-05,0.01714388721686909,True,central_baseline,central_baseline
central_baseline,sk_origa,0.8947425151864687,0.8383821939428647,0.907235860824585,0.851772278547287,0.0539524510905897,0.07642756924365163,932.0,1.5979817066130198e-12,3.6913377422760755e-10,True,central_baseline,central_baseline
central_baseline,sk_refuge,0.8947425151864687,0.8958152974645297,0.907235860824585,0.9076273441314697,0.0539524510905897,0.05339881204627567,3328.0,0.42900324241867116,1.0,False,sk_refuge,None
central_baseline,sk_rimone,0.8947425151864687,0.8167869448661804,0.907235860824585,0.8554093241691589,0.0539524510905897,0.1214760998340162,660.0,7.36560692709845e-15,1.701455200159742e-12,True,central_baseline,central_baseline
