Model_A,Model_B,Mean_A,Mean_B,Median_A,Median_B,Std_A,Std_B,Wilcoxon_Stat,Raw_p,Corrected_p,Reject_Null,Better_Model,Significant_Winner
binrushed_fl_finetuned,central_baseline,0.9807104359973561,0.9853647405450995,0.9791346788406372,0.9858869314193726,0.004252929864921946,0.002818648231477165,4.0,0.0068359375,1.0,False,central_baseline,None
binrushed_fl_finetuned,chaksu_fl_finetuned,0.9807104359973561,0.9876964742487128,0.9791346788406372,0.9886196851730348,0.004252929864921946,0.002218533457948324,1.0,0.001953125,0.451171875,False,chaksu_fl_finetuned,None
binrushed_fl_finetuned,drishti_fl_finetuned,0.9807104359973561,0.9871292168443854,0.9791346788406372,0.986222207546234,0.004252929864921946,0.0030378360829455345,0.0,0.0009765625,0.2255859375,False,drishti_fl_finetuned,None
binrushed_fl_finetuned,g1020_fl_finetuned,0.9807104359973561,0.9846218770200555,0.9791346788406372,0.9840060472488404,0.004252929864921946,0.0042754639957268805,9.0,0.0322265625,1.0,False,g1020_fl_finetuned,None
binrushed_fl_finetuned,globalVal,0.9807104359973561,0.9873304204507307,0.9791346788406372,0.9870014190673828,0.004252929864921946,0.002942964248508853,1.0,0.001953125,0.451171875,False,globalVal,None
binrushed_fl_finetuned,globalVal_weighted_FedAvg,0.9807104359973561,0.9868693785233931,0.9791346788406372,0.987622320652008,0.004252929864921946,0.0026857069266259955,3.0,0.0048828125,1.0,False,globalVal_weighted_FedAvg,None
binrushed_fl_finetuned,magrabi_fl_finetuned,0.9807104359973561,0.9792845032431863,0.9791346788406372,0.979313313961029,0.004252929864921946,0.004796649761001697,19.0,0.240234375,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,messidor_fl_finetuned,0.9807104359973561,0.9795776876536283,0.9791346788406372,0.9802677631378174,0.004252929864921946,0.004257381711684782,16.0,0.1474609375,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,origa_fl_finetuned,0.9807104359973561,0.9829882654276761,0.9791346788406372,0.9821887016296388,0.004252929864921946,0.00484764136763975,14.0,0.1015625,1.0,False,origa_fl_finetuned,None
binrushed_fl_finetuned,refuge_fl_finetuned,0.9807104359973561,0.9844567017121748,0.9791346788406372,0.9844299554824828,0.004252929864921946,0.004431371935873085,8.0,0.0244140625,1.0,False,refuge_fl_finetuned,None
binrushed_fl_finetuned,rimone_fl_finetuned,0.9807104359973561,0.9845738085833463,0.9791346788406372,0.9837416410446168,0.004252929864921946,0.003740720003838623,0.0,0.0009765625,0.2255859375,False,rimone_fl_finetuned,None
binrushed_fl_finetuned,sk_binrushed,0.9807104359973561,0.9654630747708407,0.9791346788406372,0.9648130536079408,0.004252929864921946,0.010945879319107607,1.0,0.001953125,0.451171875,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,sk_chaksu,0.9807104359973561,0.8399584510109641,0.9791346788406372,0.8318598866462708,0.004252929864921946,0.04740090356590529,0.0,0.0009765625,0.2255859375,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,sk_drishti,0.9807104359973561,0.9811370806260542,0.9791346788406372,0.9814196825027466,0.004252929864921946,0.003936767919437679,29.0,0.7646484375,1.0,False,sk_drishti,None
binrushed_fl_finetuned,sk_g1020,0.9807104359973561,0.9827732010321184,0.9791346788406372,0.9816348552703856,0.004252929864921946,0.004778793549439592,16.0,0.1474609375,1.0,False,sk_g1020,None
binrushed_fl_finetuned,sk_magrabi,0.9807104359973561,0.9532054229216143,0.9791346788406372,0.954471230506897,0.004252929864921946,0.014576832142886912,0.0,0.0009765625,0.2255859375,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,sk_messidor,0.9807104359973561,0.9741468592123552,0.9791346788406372,0.9749793410301208,0.004252929864921946,0.005911597935306351,2.0,0.0029296875,0.6767578125,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,sk_origa,0.9807104359973561,0.9822741530158303,0.9791346788406372,0.9818456768989564,0.004252929864921946,0.0048308239809435995,17.0,0.1748046875,1.0,False,sk_origa,None
binrushed_fl_finetuned,sk_refuge,0.9807104359973561,0.9849109107797797,0.9791346788406372,0.9849213361740112,0.004252929864921946,0.004258797565110158,7.0,0.0185546875,1.0,False,sk_refuge,None
binrushed_fl_finetuned,sk_rimone,0.9807104359973561,0.9818943197076971,0.9791346788406372,0.9825602769851683,0.004252929864921946,0.005037665305521438,16.0,0.1474609375,1.0,False,sk_rimone,None
binrushed_fl_finetuned,unweightedglobalevalwithlocaltraining,0.9807104359973561,0.9870345375754617,0.9791346788406372,0.9867298007011414,0.004252929864921946,0.003387253006778191,1.0,0.001953125,0.451171875,False,unweightedglobalevalwithlocaltraining,None
central_baseline,chaksu_fl_finetuned,0.9853647405450995,0.9876964742487128,0.9858869314193726,0.9886196851730348,0.002818648231477165,0.002218533457948324,4.0,0.0068359375,1.0,False,chaksu_fl_finetuned,None
central_baseline,drishti_fl_finetuned,0.9853647405450995,0.9871292168443854,0.9858869314193726,0.986222207546234,0.002818648231477165,0.0030378360829455345,4.0,0.0068359375,1.0,False,drishti_fl_finetuned,None
central_baseline,g1020_fl_finetuned,0.9853647405450995,0.9846218770200555,0.9858869314193726,0.9840060472488404,0.002818648231477165,0.0042754639957268805,28.0,0.7001953125,1.0,False,central_baseline,None
central_baseline,globalVal,0.9853647405450995,0.9873304204507307,0.9858869314193726,0.9870014190673828,0.002818648231477165,0.002942964248508853,1.0,0.001953125,0.451171875,False,globalVal,None
