Model_A,Model_B,Mean_A,Mean_B,Median_A,Median_B,Std_A,Std_B,Wilcoxon_Stat,Raw_p,Corrected_p,Reject_Null,Better_Model,Significant_Winner
binrushed_fl_finetuned,central_baseline,0.9780420859654745,0.9882284979025523,0.9787686169147491,0.9900039732456207,0.006415208637647943,0.007044156688796666,325.0,4.913480538441772e-18,1.1350140043800493e-15,True,central_baseline,central_baseline
binrushed_fl_finetuned,chaksu_fl_finetuned,0.9780420859654745,0.9838845327496528,0.9787686169147491,0.9848329424858093,0.006415208637647943,0.005312557741891982,429.0,5.1595481303219136e-17,1.191855618104362e-14,True,chaksu_fl_finetuned,chaksu_fl_finetuned
binrushed_fl_finetuned,drishti_fl_finetuned,0.9780420859654745,0.9843885789314906,0.9787686169147491,0.9852814376354218,0.006415208637647943,0.00571123773876587,256.0,9.91496883705752e-19,2.290357801360287e-16,True,drishti_fl_finetuned,drishti_fl_finetuned
binrushed_fl_finetuned,g1020_fl_finetuned,0.9780420859654745,0.9819499438007673,0.9787686169147491,0.9827429354190826,0.006415208637647943,0.006202913913114661,721.0,2.5705784741636413e-14,5.938036275318011e-12,True,g1020_fl_finetuned,g1020_fl_finetuned
binrushed_fl_finetuned,globalVal,0.9780420859654745,0.9854451924562454,0.9787686169147491,0.986783504486084,0.006415208637647943,0.006075638412013003,375.0,1.5357884473602967e-17,3.5476713134022854e-15,True,globalVal,globalVal
binrushed_fl_finetuned,globalVal_weighted_FedAvg,0.9780420859654745,0.9866672858595849,0.9787686169147491,0.9878858923912048,0.006415208637647943,0.006786153488756593,291.0,2.2419605842436533e-18,5.178928949602839e-16,True,globalVal_weighted_FedAvg,globalVal_weighted_FedAvg
binrushed_fl_finetuned,magrabi_fl_finetuned,0.9780420859654745,0.9787576903899511,0.9787686169147491,0.9789882004261018,0.006415208637647943,0.006392469140114201,2655.0,0.010667771147993792,1.0,False,magrabi_fl_finetuned,None
binrushed_fl_finetuned,messidor_fl_finetuned,0.9780420859654745,0.9784426376223564,0.9787686169147491,0.9787065088748932,0.006415208637647943,0.006245850971357239,3207.0,0.26795613582253364,1.0,False,messidor_fl_finetuned,None
binrushed_fl_finetuned,origa_fl_finetuned,0.9780420859654745,0.9866632143656413,0.9787686169147491,0.9901794791221619,0.006415208637647943,0.011390175582839753,727.0,2.902911538735414e-14,6.7057256544788064e-12,True,origa_fl_finetuned,origa_fl_finetuned
binrushed_fl_finetuned,refuge_fl_finetuned,0.9780420859654745,0.9877024779717127,0.9787686169147491,0.9891151785850525,0.006415208637647943,0.006201983902245472,236.0,6.197187458624383e-19,1.4315503029422325e-16,True,refuge_fl_finetuned,refuge_fl_finetuned
binrushed_fl_finetuned,rimone_fl_finetuned,0.9780420859654745,0.9817561561862628,0.9787686169147491,0.9823913872241974,0.006415208637647943,0.005286119194116049,557.0,8.430605730909766e-16,1.9474699238401558e-13,True,rimone_fl_finetuned,rimone_fl_finetuned
binrushed_fl_finetuned,sk_binrushed,0.9780420859654745,0.9669952496886254,0.9787686169147491,0.9700477123260498,0.006415208637647943,0.011125253105892248,166.0,1.171070700867393e-19,2.705173319003678e-17,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,sk_chaksu,0.9780420859654745,0.811108643313249,0.9787686169147491,0.8112232983112335,0.006415208637647943,0.07550654841801552,0.0,1.9719517121524354e-21,4.555208455072126e-19,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,sk_drishti,0.9780420859654745,0.9649303456147512,0.9787686169147491,0.9680138528347015,0.006415208637647943,0.013274815877476972,151.0,8.159177992732402e-20,1.8847701163211848e-17,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,sk_g1020,0.9780420859654745,0.981596939265728,0.9787686169147491,0.9828196465969086,0.006415208637647943,0.006175394691065489,1274.0,6.826598381786018e-10,1.57694422619257e-07,True,sk_g1020,sk_g1020
binrushed_fl_finetuned,sk_magrabi,0.9780420859654745,0.9567725489536921,0.9787686169147491,0.9611283838748932,0.006415208637647943,0.014800239482306634,3.0,2.126529093599547e-21,4.912282206214953e-19,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,sk_messidor,0.9780420859654745,0.9754394640525182,0.9787686169147491,0.9766394793987274,0.006415208637647943,0.007652466175055681,1933.0,8.821095207540007e-06,0.0020376729929417413,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,sk_origa,0.9780420859654745,0.9858456169565518,0.9787686169147491,0.9895387291908264,0.006415208637647943,0.012063749892466365,918.0,1.2263270974104968e-12,2.8328155950182474e-10,True,sk_origa,sk_origa
binrushed_fl_finetuned,sk_refuge,0.9780420859654745,0.9874934216340383,0.9787686169147491,0.989219754934311,0.006415208637647943,0.006855734365846393,298.0,2.6367122425542614e-18,6.090805280300344e-16,True,sk_refuge,sk_refuge
