image_name,dataset_name,model_name,dice_score
cropped_r2_Im232.png,rimone,globalVal_weighted_FedAvg,0.6224770545959473
cropped_r3_N-43-L_left_half.png,rimone,globalVal_weighted_FedAvg,0.7789804935455322
cropped_r3_N-44-R_left_half.png,rimone,globalVal_weighted_FedAvg,0.6397410035133362
cropped_r3_S-31-L_left_half.png,rimone,globalVal_weighted_FedAvg,0.9427632093429564
cropped_r3_S-2-L_left_half.png,rimone,globalVal_weighted_FedAvg,0.9222959876060486
cropped_r2_Im407.png,rimone,globalVal_weighted_FedAvg,0.8174796104431152
cropped_r2_Im324.png,rimone,globalVal_weighted_FedAvg,0.6807441711425781
cropped_r2_Im034.png,rimone,globalVal_weighted_FedAvg,0.575243353843689
cropped_r2_Im388.png,rimone,globalVal_weighted_FedAvg,0.949528694152832
cropped_r2_Im319.png,rimone,globalVal_weighted_FedAvg,0.7708056569099426
cropped_r2_Im270.png,rimone,globalVal_weighted_FedAvg,0.937751293182373
cropped_r1_Im129.png,rimone,globalVal_weighted_FedAvg,0.6654146909713745
cropped_r3_S-25-L_left_half.png,rimone,globalVal_weighted_FedAvg,0.9362356662750244
cropped_r3_G-38-L_left_half.png,rimone,globalVal_weighted_FedAvg,0.8320035934448242
cropped_r2_Im074.png,rimone,globalVal_weighted_FedAvg,0.6978733539581299
cropped_r3_N-81-L_left_half.png,rimone,globalVal_weighted_FedAvg,0.9267395734786988
cropped_r2_Im019.png,rimone,globalVal_weighted_FedAvg,0.4742569029331207
cropped_r3_N-56-R_left_half.png,rimone,globalVal_weighted_FedAvg,0.7840564250946045
cropped_r2_Im305.png,rimone,globalVal_weighted_FedAvg,0.9192373752593994
cropped_r2_Im230.png,rimone,globalVal_weighted_FedAvg,0.099835991859436
cropped_r2_Im403.png,rimone,globalVal_weighted_FedAvg,0.9217215180397034
cropped_r3_N-65-L_left_half.png,rimone,globalVal_weighted_FedAvg,0.4434176683425903
cropped_r2_Im098.png,rimone,globalVal_weighted_FedAvg,0.5697053670883179
cropped_r2_Im357.png,rimone,globalVal_weighted_FedAvg,0.8224070072174072
cropped_r3_N-59-L_left_half.png,rimone,globalVal_weighted_FedAvg,0.5059832334518433
cropped_r1_Im008.png,rimone,globalVal_weighted_FedAvg,0.7611711025238037
cropped_r3_S-18-L_left_half.png,rimone,globalVal_weighted_FedAvg,0.9195027351379396
cropped_r2_Im393.png,rimone,globalVal_weighted_FedAvg,0.8483504056930542
cropped_r2_Im118.png,rimone,globalVal_weighted_FedAvg,0.3993950188159942
cropped_r2_Im040.png,rimone,globalVal_weighted_FedAvg,0.5319238901138306
cropped_r2_Im132.png,rimone,globalVal_weighted_FedAvg,0.597873866558075
cropped_r1_Im069.png,rimone,globalVal_weighted_FedAvg,0.8860180377960205
cropped_r2_Im005.png,rimone,globalVal_weighted_FedAvg,0.5861408710479736
cropped_r3_N-76-R_left_half.png,rimone,globalVal_weighted_FedAvg,0.2241830229759216
cropped_r2_Im257.png,rimone,globalVal_weighted_FedAvg,0.8658939599990845
cropped_r3_N-70-R_left_half.png,rimone,globalVal_weighted_FedAvg,0.2059260159730911
cropped_r3_S-35-R_left_half.png,rimone,globalVal_weighted_FedAvg,0.9247484803199768
cropped_r1_Im062.png,rimone,globalVal_weighted_FedAvg,0.7805290818214417
cropped_r3_G-33-R_left_half.png,rimone,globalVal_weighted_FedAvg,0.8397937417030334
cropped_r2_Im351.png,rimone,globalVal_weighted_FedAvg,0.9357184171676636
cropped_r2_Im356.png,rimone,globalVal_weighted_FedAvg,0.8830099105834961
cropped_r2_Im003.png,rimone,globalVal_weighted_FedAvg,0.7781153321266174
