image_name,dataset_name,model_name,dice_score
cropped_IMG_4488.png,chaksu,globalVal_weighted_FedAvg,0.7890978455543518
cropped_Image155.png,chaksu,globalVal_weighted_FedAvg,0.9014267325401306
cropped_P26_Image1.png,chaksu,globalVal_weighted_FedAvg,0.8400702476501465
cropped_IMG_3381.png,chaksu,globalVal_weighted_FedAvg,0.8871972560882568
cropped_IMG_3160.png,chaksu,globalVal_weighted_FedAvg,0.9502948522567748
cropped_IMG_3969.png,chaksu,globalVal_weighted_FedAvg,0.88216233253479
cropped_IMG_3195.png,chaksu,globalVal_weighted_FedAvg,0.8759282827377319
cropped_55.png,chaksu,globalVal_weighted_FedAvg,0.950553059577942
cropped_IMG_3881.png,chaksu,globalVal_weighted_FedAvg,0.9164684414863586
cropped_79.png,chaksu,globalVal_weighted_FedAvg,0.9468480944633484
cropped_IMG_3253.png,chaksu,globalVal_weighted_FedAvg,0.9144138693809508
cropped_P3_Image1.png,chaksu,globalVal_weighted_FedAvg,0.8855343461036682
cropped_Image146.png,chaksu,globalVal_weighted_FedAvg,0.7298550605773926
cropped_IMG_2769.png,chaksu,globalVal_weighted_FedAvg,0.9266485571861268
cropped_Image129.png,chaksu,globalVal_weighted_FedAvg,0.8592019081115723
cropped_IMG_3413.png,chaksu,globalVal_weighted_FedAvg,0.9557653069496156
cropped_IMG_4257.png,chaksu,globalVal_weighted_FedAvg,0.825961709022522
cropped_IMG_3510.png,chaksu,globalVal_weighted_FedAvg,0.8684801459312439
cropped_36.png,chaksu,globalVal_weighted_FedAvg,0.9063648581504822
cropped_IMG_3995.png,chaksu,globalVal_weighted_FedAvg,0.8363081812858582
cropped_IMG_2467.png,chaksu,globalVal_weighted_FedAvg,0.9087294936180116
cropped_IMG_2613.png,chaksu,globalVal_weighted_FedAvg,0.9006268978118896
cropped_IMG_2628.png,chaksu,globalVal_weighted_FedAvg,0.9381243586540222
cropped_IMG_2636.png,chaksu,globalVal_weighted_FedAvg,0.927341878414154
cropped_IMG_3890.png,chaksu,globalVal_weighted_FedAvg,0.9577535390853882
cropped_IMG_3264.png,chaksu,globalVal_weighted_FedAvg,0.8289659023284912
cropped_IMG_3745.png,chaksu,globalVal_weighted_FedAvg,0.947282612323761
cropped_116.png,chaksu,globalVal_weighted_FedAvg,0.8523982763290405
cropped_IMG_2598.png,chaksu,globalVal_weighted_FedAvg,0.920604169368744
cropped_IMG_3232.png,chaksu,globalVal_weighted_FedAvg,0.8844418525695801
cropped_IMG_3432.png,chaksu,globalVal_weighted_FedAvg,0.9513038396835328
cropped_56.png,chaksu,globalVal_weighted_FedAvg,0.9480583667755128
